order_value,customer_age,previous_orders,previous_returns,delivery_days,payment_method,customer_rating,return_rate,returned
2444,34,22,7,9,UPI,4.4,0.3181818181818182,0
4286,33,3,0,7,CARD,4.0,0.0,0
934,52,27,2,6,COD,2.6,0.07407407407407407,1
6432,19,18,10,4,COD,2.9,0.5555555555555556,1
998,28,12,6,2,UPI,2.4,0.5,1
7801,58,1,0,8,CARD,3.1,0.0,1
9179,20,22,8,6,CARD,2.6,0.36363636363636365,1
2995,46,12,6,3,COD,3.9,0.5,0
4788,35,5,4,7,COD,5.0,0.8,1
7497,37,30,10,10,UPI,2.0,0.3333333333333333,1
3284,64,30,2,7,COD,3.6,0.06666666666666667,1
931,31,27,10,6,COD,3.7,0.37037037037037035,1
1329,51,25,0,2,COD,4.7,0.0,0
1805,48,17,7,8,UPI,3.5,0.4117647058823529,0
3133,57,16,2,1,CARD,3.6,0.125,0
9607,59,15,7,1,CARD,3.4,0.4666666666666667,1
8716,35,23,7,6,COD,2.8,0.30434782608695654,1
5274,47,15,4,5,UPI,2.2,0.26666666666666666,1
7299,42,5,4,9,CARD,3.2,0.8,1
1690,36,21,0,7,COD,2.2,0.0,0
1093,25,14,9,2,UPI,3.7,0.6428571428571429,0
1590,45,2,2,7,COD,2.9,1.0,1
3589,25,11,9,3,COD,3.6,0.8181818181818182,1
4439,48,19,4,1,COD,2.4,0.21052631578947367,1
4679,20,7,7,8,COD,4.8,1.0,1
2463,20,6,0,3,UPI,4.7,0.0,0
3632,61,28,10,8,COD,2.6,0.35714285714285715,1
2571,39,2,1,7,COD,3.0,0.5,1
4512,34,6,6,2,COD,3.8,1.0,1
1715,53,18,6,1,CARD,2.3,0.3333333333333333,1
6526,34,2,0,7,UPI,3.1,0.0,0
7288,31,18,3,1,UPI,2.8,0.16666666666666666,1
5786,26,30,1,6,UPI,4.7,0.03333333333333333,1
3117,47,15,1,10,COD,4.6,0.06666666666666667,0
5931,38,27,1,10,COD,3.7,0.037037037037037035,1
7886,29,19,3,8,UPI,3.6,0.15789473684210525,1
1367,54,2,1,7,COD,4.8,0.5,1
8502,49,20,0,4,COD,4.8,0.0,1
5309,28,25,3,1,UPI,4.9,0.12,0
4527,37,6,1,1,COD,2.4,0.16666666666666666,0
6010,52,1,0,4,COD,2.5,0.0,1
3855,64,24,2,5,UPI,4.0,0.08333333333333333,0
3993,63,15,7,7,COD,3.6,0.4666666666666667,1
6938,28,28,3,4,UPI,2.1,0.10714285714285714,1
1777,25,30,0,10,UPI,2.2,0.0,0
9688,21,23,0,1,UPI,4.7,0.0,0
2420,44,10,9,10,UPI,4.6,0.9,1
9364,61,19,2,7,COD,3.1,0.10526315789473684,1
1230,57,17,8,2,COD,4.7,0.47058823529411764,1
6891,55,5,1,2,COD,3.8,0.2,0
4192,64,29,8,8,COD,4.4,0.27586206896551724,1
1113,47,4,1,10,CARD,3.3,0.25,0
6558,61,10,1,10,CARD,2.3,0.1,1
2381,44,24,2,10,COD,3.3,0.08333333333333333,1
3397,38,17,10,5,COD,3.4,0.5882352941176471,0
6240,37,10,9,10,COD,3.7,0.9,1
1662,21,17,1,2,COD,2.3,0.058823529411764705,0
7237,28,28,2,5,COD,5.0,0.07142857142857142,1
9699,30,20,5,8,UPI,2.7,0.25,1
5194,26,24,8,6,CARD,2.6,0.3333333333333333,1
9581,21,5,0,3,UPI,3.6,0.0,0
5508,29,2,2,8,COD,3.6,1.0,1
6421,26,6,3,9,COD,3.3,0.5,1
7290,30,21,2,5,UPI,4.3,0.09523809523809523,0
7969,43,2,1,2,CARD,3.5,0.5,0
887,55,13,10,2,CARD,3.8,0.7692307692307693,1
4861,59,30,4,7,CARD,4.2,0.13333333333333333,0
9599,30,11,1,1,UPI,2.1,0.09090909090909091,0
2094,56,11,5,10,UPI,3.7,0.45454545454545453,1
7589,45,16,2,2,COD,4.7,0.125,1
5122,36,11,7,10,UPI,2.1,0.6363636363636364,1
6522,41,19,1,4,COD,3.2,0.05263157894736842,1
3383,36,15,0,1,COD,4.8,0.0,0
3997,30,25,8,4,UPI,3.1,0.32,1
5378,30,23,2,10,COD,3.4,0.08695652173913043,1
4168,45,23,10,5,COD,4.9,0.43478260869565216,1
2916,19,16,0,9,COD,2.6,0.0,1
390,27,11,6,1,COD,2.2,0.5454545454545454,1
1535,39,22,9,5,COD,4.6,0.4090909090909091,1
8381,30,16,4,2,COD,4.6,0.25,0
578,26,8,4,9,COD,3.4,0.5,1
4029,50,4,0,6,COD,3.5,0.0,0
6580,31,8,8,2,CARD,4.5,1.0,0
815,37,4,0,3,COD,4.2,0.0,0
2530,32,24,5,8,COD,2.8,0.20833333333333334,1
1954,49,25,4,1,UPI,2.1,0.16,0
663,50,3,1,3,CARD,3.4,0.3333333333333333,0
9358,34,3,2,10,UPI,4.6,0.6666666666666666,1
4467,41,27,1,1,COD,4.7,0.037037037037037035,0
3358,47,29,3,8,UPI,4.9,0.10344827586206896,1
3824,30,18,2,1,UPI,4.6,0.1111111111111111,0
5138,64,29,6,5,UPI,3.7,0.20689655172413793,1
5617,33,26,8,4,UPI,3.3,0.3076923076923077,1
6204,19,19,4,7,CARD,4.3,0.21052631578947367,1
9081,34,19,5,5,CARD,4.2,0.2631578947368421,1
5803,49,21,9,8,UPI,3.6,0.42857142857142855,1
2412,60,5,5,1,COD,2.3,1.0,1
6320,25,18,1,5,UPI,4.8,0.05555555555555555,0
6018,20,28,2,4,CARD,3.4,0.07142857142857142,1
582,29,10,2,3,COD,3.1,0.2,0
2456,37,29,8,5,CARD,3.9,0.27586206896551724,1
1612,33,22,6,10,COD,4.0,0.2727272727272727,1
9975,31,21,7,3,UPI,2.6,0.3333333333333333,0
6346,33,6,2,8,CARD,4.5,0.3333333333333333,1
571,60,1,1,3,COD,2.9,1.0,1
6006,50,5,1,1,UPI,2.6,0.2,1
5765,47,9,8,9,COD,3.2,0.8888888888888888,1
9002,29,12,5,9,COD,4.2,0.4166666666666667,1
8507,32,26,3,6,COD,4.9,0.11538461538461539,0
7637,35,14,0,10,COD,4.4,0.0,0
646,45,2,2,1,COD,4.8,1.0,1
1591,40,17,1,8,CARD,2.4,0.058823529411764705,1
1540,31,14,7,2,CARD,2.2,0.5,0
3139,47,26,4,9,COD,3.7,0.15384615384615385,1
6169,50,13,6,8,UPI,2.9,0.46153846153846156,1
9465,62,27,3,3,COD,4.5,0.1111111111111111,0
5013,32,9,4,5,COD,4.0,0.4444444444444444,1
3769,24,26,7,9,COD,4.9,0.2692307692307692,1
5654,32,25,0,1,CARD,2.8,0.0,1
3350,59,15,0,9,CARD,3.5,0.0,0
9997,63,25,3,4,COD,3.5,0.12,1
6614,55,22,2,4,COD,2.7,0.09090909090909091,1
4857,63,15,9,4,COD,3.8,0.6,1
7147,61,24,1,10,UPI,3.3,0.041666666666666664,1
8143,28,30,2,9,UPI,3.3,0.06666666666666667,1
3862,46,11,10,6,COD,3.1,0.9090909090909091,1
4682,48,16,10,8,UPI,2.1,0.625,1
4997,42,29,10,4,COD,3.6,0.3448275862068966,1
5268,41,17,0,3,CARD,3.0,0.0,0
5680,36,26,0,1,UPI,2.0,0.0,0
8233,19,4,4,10,COD,2.9,1.0,1
1183,39,1,1,7,UPI,2.8,1.0,1
5807,37,8,1,4,CARD,3.2,0.125,0
8743,50,17,3,8,COD,2.4,0.17647058823529413,1
9671,25,3,3,3,COD,3.5,1.0,1
2107,42,29,5,1,CARD,4.1,0.1724137931034483,0
7124,63,20,0,5,COD,3.9,0.0,0
9416,26,15,3,2,COD,4.4,0.2,0
8937,51,15,0,3,UPI,3.4,0.0,0
4374,40,24,1,6,CARD,3.6,0.041666666666666664,0
9280,22,22,4,3,UPI,4.4,0.18181818181818182,0
7465,42,14,7,3,CARD,3.3,0.5,1
9497,25,26,7,6,UPI,4.1,0.2692307692307692,1
2190,33,28,10,5,COD,3.3,0.35714285714285715,1
5796,62,23,2,10,UPI,3.3,0.08695652173913043,1
4198,32,14,10,9,UPI,4.3,0.7142857142857143,1
3975,18,24,3,1,COD,2.5,0.125,0
9312,39,2,1,3,COD,3.0,0.5,1
4845,20,13,10,3,COD,2.7,0.7692307692307693,1
2261,55,26,5,6,UPI,3.1,0.19230769230769232,0
4687,31,14,10,8,CARD,2.7,0.7142857142857143,0
4635,53,27,10,3,UPI,3.7,0.37037037037037035,1
2844,35,24,9,3,CARD,4.4,0.375,0
1245,64,19,2,6,COD,4.4,0.10526315789473684,0
8151,58,7,1,8,CARD,3.1,0.14285714285714285,1
6649,35,3,1,6,CARD,5.0,0.3333333333333333,1
2881,20,15,10,10,COD,3.8,0.6666666666666666,1
3399,27,23,4,3,CARD,3.2,0.17391304347826086,1
6968,56,14,9,4,COD,4.5,0.6428571428571429,1
9330,64,11,4,1,CARD,4.2,0.36363636363636365,0
7640,18,15,9,8,CARD,4.2,0.6,1
8833,44,28,4,4,UPI,2.6,0.14285714285714285,1
2750,44,13,9,6,UPI,3.4,0.6923076923076923,1
4425,28,18,4,3,COD,4.6,0.2222222222222222,0
796,22,26,2,6,UPI,3.5,0.07692307692307693,0
6254,24,6,6,9,COD,4.1,1.0,1
1705,36,3,1,9,UPI,3.8,0.3333333333333333,1
9253,46,19,3,10,UPI,4.5,0.15789473684210525,1
6668,32,15,1,3,CARD,2.9,0.06666666666666667,1
7436,52,25,8,3,COD,3.7,0.32,1
1751,64,23,0,4,CARD,2.4,0.0,0
7052,54,5,4,7,CARD,4.1,0.8,1
1649,29,28,10,3,UPI,4.2,0.35714285714285715,0
6153,47,10,3,10,COD,2.1,0.3,1
8656,37,7,0,8,COD,4.0,0.0,1
8242,54,25,5,8,COD,3.2,0.2,1
2859,20,17,3,6,UPI,2.4,0.17647058823529413,1
7709,26,7,4,4,UPI,3.3,0.5714285714285714,1
8093,58,22,4,5,CARD,2.6,0.18181818181818182,1
7645,56,26,8,2,COD,3.2,0.3076923076923077,0
2921,43,30,0,6,COD,3.2,0.0,1
9854,19,12,1,3,UPI,4.2,0.08333333333333333,0
9837,40,25,5,6,CARD,4.3,0.2,0
3125,40,17,4,5,CARD,3.8,0.23529411764705882,1
7304,38,13,10,2,CARD,2.1,0.7692307692307693,1
6440,33,20,6,5,COD,4.8,0.3,1
712,26,25,2,5,UPI,4.1,0.08,0
415,30,4,2,9,CARD,2.1,0.5,1
7499,45,10,9,8,UPI,4.5,0.9,1
3353,44,3,1,7,COD,2.6,0.3333333333333333,1
7650,34,9,2,3,COD,3.7,0.2222222222222222,1
1906,55,13,9,10,COD,3.4,0.6923076923076923,1
1767,53,18,0,4,UPI,3.3,0.0,0
1328,18,15,4,6,COD,4.7,0.26666666666666666,1
3710,35,4,3,3,COD,3.3,0.75,1
8067,26,15,4,9,COD,2.2,0.26666666666666666,1
2565,30,22,10,8,UPI,4.8,0.45454545454545453,1
5783,57,2,2,6,COD,4.8,1.0,1
5097,62,15,3,4,UPI,4.1,0.2,0
5918,32,8,2,7,COD,3.4,0.25,1
6201,60,8,0,3,COD,2.3,0.0,1
4767,61,17,7,10,UPI,4.4,0.4117647058823529,1
9471,63,12,2,8,COD,2.2,0.16666666666666666,1
2941,21,19,1,1,COD,2.2,0.05263157894736842,1
3220,50,10,10,3,COD,3.6,1.0,1
6456,41,9,3,5,CARD,2.5,0.3333333333333333,0
428,53,5,2,5,UPI,2.0,0.4,1
8562,58,6,4,10,COD,3.3,0.6666666666666666,1
494,27,20,0,2,COD,2.4,0.0,0
4484,53,26,2,10,CARD,2.5,0.07692307692307693,1
8817,37,2,1,8,UPI,2.2,0.5,0
7001,58,27,7,5,COD,2.6,0.25925925925925924,1
1118,62,24,5,7,UPI,4.1,0.20833333333333334,0
698,61,27,8,7,UPI,4.4,0.2962962962962963,0
3009,28,13,7,5,UPI,3.4,0.5384615384615384,1
5161,29,6,1,8,UPI,3.5,0.16666666666666666,1
9217,35,5,2,9,COD,2.1,0.4,1
3979,47,25,4,4,COD,2.2,0.16,1
2318,61,1,0,4,CARD,2.8,0.0,0
6591,54,21,4,8,UPI,3.6,0.19047619047619047,1
345,37,22,7,1,COD,4.2,0.3181818181818182,0
8142,42,21,4,4,CARD,3.8,0.19047619047619047,1
4765,29,6,0,6,CARD,3.2,0.0,0
392,38,6,4,4,CARD,2.4,0.6666666666666666,1
5387,42,23,3,6,CARD,4.3,0.13043478260869565,0
6837,28,16,5,5,CARD,3.1,0.3125,0
8443,26,4,2,9,COD,4.2,0.5,1
2610,42,30,10,10,CARD,3.5,0.3333333333333333,0
2020,52,11,4,9,CARD,4.2,0.36363636363636365,1
3164,49,30,1,4,COD,4.7,0.03333333333333333,1
2721,31,30,10,4,COD,4.8,0.3333333333333333,1
2768,18,30,5,8,CARD,3.6,0.16666666666666666,0
6082,34,24,5,10,COD,3.5,0.20833333333333334,1
2067,42,23,4,4,CARD,2.8,0.17391304347826086,0
7665,25,9,5,2,COD,4.8,0.5555555555555556,1
7802,22,23,10,2,COD,3.4,0.43478260869565216,1
3399,22,3,2,1,UPI,2.4,0.6666666666666666,1
6303,58,19,4,5,COD,3.3,0.21052631578947367,0
440,52,8,0,6,UPI,2.4,0.0,1
3640,36,5,3,9,UPI,3.5,0.6,1
4831,40,4,0,5,COD,3.7,0.0,0
9799,26,24,9,6,COD,3.0,0.375,1
8474,47,6,3,6,COD,2.2,0.5,1
5277,33,2,1,3,COD,4.8,0.5,0
3968,50,20,0,4,UPI,4.3,0.0,0
9342,19,28,2,1,COD,4.5,0.07142857142857142,0
8195,31,11,2,4,COD,3.1,0.18181818181818182,0
9002,63,4,1,1,UPI,4.3,0.25,1
6629,18,15,3,5,COD,3.5,0.2,1
3805,43,6,5,8,COD,2.6,0.8333333333333334,1
2373,42,22,6,8,COD,2.4,0.2727272727272727,1
9914,33,17,9,5,CARD,3.0,0.5294117647058824,1
6768,32,30,3,10,CARD,2.4,0.1,1
2801,43,24,5,2,CARD,5.0,0.20833333333333334,0
2857,64,6,2,6,COD,2.1,0.3333333333333333,1
6280,61,19,0,1,COD,3.3,0.0,0
7525,33,30,7,7,UPI,3.4,0.23333333333333334,1
2359,31,25,6,4,UPI,2.9,0.24,1
4030,46,2,2,5,CARD,3.7,1.0,1
8513,41,15,10,6,COD,2.4,0.6666666666666666,1
4568,64,11,10,1,COD,4.4,0.9090909090909091,1
1517,32,8,8,9,UPI,3.0,1.0,1
4693,36,26,2,10,CARD,3.8,0.07692307692307693,0
1430,25,19,1,4,CARD,4.1,0.05263157894736842,0
1333,51,13,0,8,UPI,4.7,0.0,0
7807,19,12,2,5,CARD,4.5,0.16666666666666666,1
1501,44,5,4,8,UPI,3.8,0.8,1
2110,27,6,5,1,CARD,3.2,0.8333333333333334,0
8282,52,26,10,8,CARD,3.5,0.38461538461538464,1
8307,40,22,1,4,CARD,4.3,0.045454545454545456,0
9897,25,4,3,2,COD,4.6,0.75,1
8170,45,19,2,6,COD,2.3,0.10526315789473684,1
2116,40,20,3,2,UPI,3.2,0.15,0
7196,21,1,0,5,UPI,4.3,0.0,1
2957,31,20,2,2,CARD,3.3,0.1,1
6664,59,17,8,3,COD,3.0,0.47058823529411764,1
378,46,12,7,6,COD,3.2,0.5833333333333334,1
9288,18,15,3,1,UPI,3.8,0.2,0
6562,21,1,0,6,COD,5.0,0.0,0
9943,49,26,0,3,COD,3.5,0.0,1
8883,50,14,0,7,COD,2.6,0.0,1
260,43,6,0,2,UPI,2.5,0.0,0
9469,34,5,0,6,COD,2.1,0.0,1
6881,56,30,7,8,CARD,3.7,0.23333333333333334,1
3095,40,11,2,1,COD,3.6,0.18181818181818182,0
785,49,4,2,9,CARD,2.6,0.5,1
6023,32,13,10,5,UPI,4.1,0.7692307692307693,1
734,30,11,4,5,COD,4.2,0.36363636363636365,0
3662,19,3,0,5,COD,2.8,0.0,1
4211,36,1,0,6,COD,3.0,0.0,0
3598,41,6,5,2,UPI,5.0,0.8333333333333334,1
2355,62,18,6,6,COD,3.1,0.3333333333333333,1
6166,41,24,1,4,COD,4.3,0.041666666666666664,1
7529,28,10,5,8,UPI,3.4,0.5,1
7157,39,5,4,9,COD,4.4,0.8,1
9396,32,23,5,9,COD,4.3,0.21739130434782608,1
5525,27,10,10,8,UPI,4.0,1.0,1
8718,58,12,2,3,CARD,4.6,0.16666666666666666,0
4903,44,2,1,10,COD,4.8,0.5,1
2906,26,13,9,4,COD,3.7,0.6923076923076923,1
201,45,8,4,1,CARD,2.7,0.5,1
9425,18,2,1,9,COD,3.2,0.5,1
8516,34,20,8,5,CARD,4.3,0.4,1
1304,48,1,1,6,COD,4.0,1.0,1
2061,61,5,2,3,CARD,2.5,0.4,0
5469,27,9,7,10,COD,2.2,0.7777777777777778,1
7143,54,17,8,8,CARD,4.0,0.47058823529411764,1
8520,46,9,2,7,COD,2.8,0.2222222222222222,1
637,35,11,2,1,UPI,3.5,0.18181818181818182,0
5046,64,15,1,10,COD,4.2,0.06666666666666667,1
3329,55,24,7,5,COD,3.7,0.2916666666666667,1
9613,56,6,1,10,UPI,2.2,0.16666666666666666,1
8281,23,23,0,9,UPI,2.6,0.0,0
1101,57,3,3,6,CARD,2.7,1.0,1
5598,29,30,6,8,COD,2.8,0.2,1
6878,31,17,6,10,CARD,3.7,0.35294117647058826,0
5729,61,5,2,1,COD,3.5,0.4,1
6804,27,30,0,10,CARD,2.6,0.0,1
4118,37,28,3,7,CARD,2.2,0.10714285714285714,0
1267,32,12,8,3,COD,2.5,0.6666666666666666,0
226,48,18,4,9,CARD,5.0,0.2222222222222222,0
7137,24,14,0,6,CARD,3.4,0.0,1
7464,58,21,4,5,COD,4.6,0.19047619047619047,1
7318,27,24,7,8,UPI,4.5,0.2916666666666667,0
747,27,11,7,8,COD,3.5,0.6363636363636364,1
8958,56,9,4,3,CARD,4.1,0.4444444444444444,0
9095,45,2,0,2,COD,2.6,0.0,1
5538,47,12,0,2,COD,4.1,0.0,0
3340,54,3,3,5,COD,2.8,1.0,1
8196,20,3,2,10,UPI,4.5,0.6666666666666666,1
1790,60,1,1,7,CARD,2.3,1.0,1
7976,32,8,7,8,CARD,4.3,0.875,0
5143,38,22,6,10,COD,2.3,0.2727272727272727,1
9197,54,28,8,8,COD,4.6,0.2857142857142857,1
7998,29,29,1,8,UPI,2.9,0.034482758620689655,1
3991,21,8,3,10,UPI,4.0,0.375,0
1557,64,11,5,3,COD,3.5,0.45454545454545453,0
8292,26,9,2,2,COD,3.1,0.2222222222222222,0
3425,56,5,2,4,UPI,3.9,0.4,1
2660,59,14,1,1,COD,4.8,0.07142857142857142,0
8937,45,28,2,3,UPI,2.1,0.07142857142857142,1
2928,40,30,10,9,UPI,4.8,0.3333333333333333,1
6926,62,3,1,7,CARD,3.8,0.3333333333333333,0
7681,57,21,1,7,UPI,4.4,0.047619047619047616,1
6630,61,5,0,1,COD,3.2,0.0,0
3314,39,5,1,7,CARD,3.4,0.2,1
816,41,19,9,10,UPI,4.6,0.47368421052631576,1
3844,43,27,5,7,COD,3.2,0.18518518518518517,1
6613,47,14,1,4,UPI,3.6,0.07142857142857142,0
1403,50,26,1,7,COD,2.1,0.038461538461538464,0
2765,33,30,9,8,CARD,2.5,0.3,1
3374,39,4,4,3,UPI,3.9,1.0,1
3281,60,25,7,10,UPI,4.2,0.28,0
2830,35,13,1,2,COD,3.7,0.07692307692307693,0
3361,24,10,6,7,COD,2.4,0.6,1
4521,43,25,2,5,CARD,3.3,0.08,0
9061,25,18,7,5,CARD,3.1,0.3888888888888889,1
6469,23,8,6,5,COD,3.5,0.75,1
7299,47,8,7,7,COD,4.6,0.875,1
7576,56,7,5,9,COD,4.3,0.7142857142857143,1
4278,40,8,6,8,UPI,2.3,0.75,1
6001,49,14,10,6,UPI,4.7,0.7142857142857143,1
4351,39,19,5,7,UPI,3.4,0.2631578947368421,1
9111,59,29,6,9,UPI,4.2,0.20689655172413793,1
2800,60,6,4,6,CARD,2.4,0.6666666666666666,1
6375,62,1,0,1,COD,4.0,0.0,0
866,26,23,0,4,COD,2.7,0.0,0
483,48,15,0,8,UPI,3.3,0.0,0
6040,24,1,0,7,CARD,2.1,0.0,0
3765,26,25,4,3,UPI,2.5,0.16,1
4793,30,17,4,10,UPI,2.3,0.23529411764705882,0
1665,20,1,0,3,UPI,2.7,0.0,1
8521,52,15,4,3,CARD,2.3,0.26666666666666666,1
4934,50,23,2,1,COD,4.1,0.08695652173913043,1
6457,38,2,0,10,COD,2.1,0.0,1
7566,48,14,8,1,CARD,3.9,0.5714285714285714,1
3872,51,21,5,6,CARD,2.4,0.23809523809523808,1
7582,49,8,0,1,COD,4.8,0.0,1
6787,52,8,6,5,UPI,4.8,0.75,1
1192,32,19,6,4,COD,2.7,0.3157894736842105,0
7058,49,7,7,5,COD,3.8,1.0,1
2321,23,19,9,7,CARD,2.1,0.47368421052631576,1
2423,62,6,1,6,COD,4.8,0.16666666666666666,1
4722,38,6,3,9,CARD,3.6,0.5,0
3388,50,3,3,6,COD,2.1,1.0,1
3437,49,7,5,9,UPI,3.0,0.7142857142857143,1
4336,36,19,3,4,COD,2.2,0.15789473684210525,1
543,50,8,3,1,UPI,3.2,0.375,1
4904,45,10,1,1,UPI,4.0,0.1,0
5023,48,20,1,10,UPI,3.4,0.05,0
5120,38,15,3,7,COD,3.2,0.2,1
3401,51,15,4,3,COD,2.4,0.26666666666666666,0
5671,32,29,7,2,COD,2.7,0.2413793103448276,0
1088,31,1,0,6,COD,2.3,0.0,1
9733,36,20,5,6,UPI,4.4,0.25,1
7327,60,30,3,7,UPI,2.4,0.1,1
3920,32,7,4,5,UPI,3.8,0.5714285714285714,1
3083,23,27,10,8,UPI,3.0,0.37037037037037035,1
4412,26,4,1,7,COD,2.7,0.25,0
7161,54,29,6,2,COD,3.9,0.20689655172413793,1
2615,37,6,6,1,COD,3.4,1.0,1
9509,51,25,1,9,CARD,3.2,0.04,1
3201,55,1,1,5,UPI,3.8,1.0,1
1938,43,29,7,5,COD,3.5,0.2413793103448276,1
1564,35,5,1,10,COD,2.9,0.2,1
2908,45,27,10,4,CARD,3.7,0.37037037037037035,0
1124,26,23,8,2,UPI,4.0,0.34782608695652173,0
351,49,1,1,5,UPI,2.1,1.0,1
8977,23,30,0,2,COD,3.4,0.0,0
8244,31,4,0,7,COD,2.2,0.0,1
1112,45,22,0,9,CARD,2.6,0.0,0
2521,41,2,1,9,UPI,3.7,0.5,1
695,30,10,9,6,COD,4.6,0.9,1
2348,60,5,1,1,CARD,4.6,0.2,0
756,29,27,5,6,UPI,2.2,0.18518518518518517,1
1752,36,10,5,5,COD,3.3,0.5,1
2320,38,1,0,4,COD,3.7,0.0,0
3285,44,22,6,6,COD,2.4,0.2727272727272727,1
3704,36,6,1,6,COD,4.3,0.16666666666666666,1
356,41,13,7,6,UPI,4.2,0.5384615384615384,1
9126,43,15,8,2,COD,4.7,0.5333333333333333,1
7705,62,4,4,7,CARD,2.0,1.0,1
7362,45,13,8,4,CARD,2.7,0.6153846153846154,1
5723,63,24,10,9,COD,4.5,0.4166666666666667,1
7743,35,20,8,10,UPI,4.0,0.4,1
8255,61,24,0,2,CARD,4.7,0.0,1
4854,53,15,10,5,UPI,2.2,0.6666666666666666,1
6450,59,29,2,4,UPI,3.8,0.06896551724137931,1
7446,46,8,8,9,COD,3.7,1.0,1
354,34,5,2,4,UPI,2.1,0.4,0
8150,21,29,1,8,UPI,3.5,0.034482758620689655,1
1196,61,15,3,8,CARD,3.8,0.2,1
4826,62,4,3,6,COD,2.6,0.75,1
3105,46,12,1,6,CARD,2.8,0.08333333333333333,0
9569,21,13,2,8,COD,3.9,0.15384615384615385,1
353,27,2,0,10,CARD,3.4,0.0,1
8053,42,27,2,9,UPI,4.6,0.07407407407407407,1
6681,48,19,0,5,UPI,3.0,0.0,0
5799,20,19,5,1,UPI,2.8,0.2631578947368421,1
1916,64,4,3,1,COD,5.0,0.75,1
986,19,4,2,2,COD,4.7,0.5,1
4568,42,26,4,10,COD,2.1,0.15384615384615385,1
8296,23,11,0,10,COD,4.3,0.0,1
4472,43,27,9,5,COD,2.3,0.3333333333333333,1
3967,25,5,1,4,UPI,2.1,0.2,0
9034,52,20,0,1,UPI,2.8,0.0,1
6194,44,11,10,4,COD,2.8,0.9090909090909091,1
7416,42,30,8,4,CARD,4.5,0.26666666666666666,0
9057,35,10,7,10,UPI,4.1,0.7,1
3626,18,8,6,4,CARD,4.9,0.75,1
3983,56,6,1,1,UPI,4.1,0.16666666666666666,0
5627,20,6,6,9,COD,3.3,1.0,1
7211,21,8,6,3,UPI,4.1,0.75,1
8252,58,23,4,4,UPI,5.0,0.17391304347826086,0
3901,54,15,4,5,COD,4.1,0.26666666666666666,0
9461,32,26,10,7,COD,4.3,0.38461538461538464,1
2549,25,14,4,6,COD,4.8,0.2857142857142857,1
7211,55,11,0,5,COD,2.3,0.0,0
7255,36,12,7,8,COD,4.1,0.5833333333333334,1
1412,64,26,10,1,UPI,4.6,0.38461538461538464,1
7165,43,13,0,7,COD,4.9,0.0,1
9544,56,8,3,6,UPI,2.6,0.375,1
6904,27,30,8,5,UPI,3.5,0.26666666666666666,1
7633,55,18,8,7,COD,4.0,0.4444444444444444,1
2711,31,25,4,3,COD,2.7,0.16,0
343,58,1,1,1,COD,3.8,1.0,1
7567,36,15,2,9,COD,2.8,0.13333333333333333,1
3428,47,8,2,2,COD,3.0,0.25,1
4782,22,28,4,10,COD,3.3,0.14285714285714285,1
6231,48,11,9,3,UPI,3.6,0.8181818181818182,1
4443,24,12,0,8,UPI,3.3,0.0,1
9749,36,12,4,10,COD,3.5,0.3333333333333333,1
2913,48,4,3,9,COD,2.9,0.75,1
4385,56,16,8,3,UPI,2.5,0.5,1
9749,41,4,2,6,CARD,2.1,0.5,0
7528,51,5,1,7,UPI,2.6,0.2,1
4833,40,24,2,1,UPI,3.7,0.08333333333333333,0
3392,62,5,3,7,COD,4.4,0.6,1
500,57,8,8,4,COD,2.5,1.0,1
923,23,10,6,5,CARD,2.3,0.6,0
5894,55,17,8,8,COD,4.2,0.47058823529411764,1
3210,58,28,1,4,CARD,2.9,0.03571428571428571,0
5755,53,26,4,4,UPI,4.9,0.15384615384615385,1
267,44,9,3,8,UPI,4.1,0.3333333333333333,0
2706,28,22,1,5,COD,3.0,0.045454545454545456,0
1737,22,19,8,6,UPI,2.9,0.42105263157894735,1
597,34,29,8,5,UPI,3.6,0.27586206896551724,0
5880,24,14,5,1,COD,2.2,0.35714285714285715,1
9555,44,8,5,7,COD,2.4,0.625,1
5025,64,9,7,6,CARD,2.5,0.7777777777777778,1
8947,32,22,5,2,UPI,4.3,0.22727272727272727,0
6248,63,11,0,7,COD,3.5,0.0,1
3861,30,23,3,6,COD,2.0,0.13043478260869565,1
3141,28,1,0,5,UPI,4.0,0.0,0
7267,62,14,6,8,UPI,3.3,0.42857142857142855,1
5291,43,5,4,5,UPI,3.5,0.8,1
1801,39,21,1,2,UPI,2.6,0.047619047619047616,0
1680,45,26,8,6,COD,3.7,0.3076923076923077,0
6430,41,14,7,1,UPI,4.9,0.5,1
9494,46,4,3,5,COD,2.2,0.75,1
3476,26,22,1,6,CARD,2.9,0.045454545454545456,0
6647,59,23,2,7,UPI,2.7,0.08695652173913043,1
5699,21,25,5,2,COD,2.7,0.2,1
6473,63,1,1,1,COD,3.1,1.0,1
1499,35,22,4,6,CARD,4.5,0.18181818181818182,1
6018,60,23,7,3,COD,4.7,0.30434782608695654,0
6901,33,19,5,5,COD,2.6,0.2631578947368421,1
5194,50,8,5,2,UPI,3.6,0.625,1
7689,46,15,0,1,COD,3.9,0.0,1
9927,56,21,3,1,UPI,3.6,0.14285714285714285,0
8469,27,15,4,4,COD,3.3,0.26666666666666666,0
3031,26,9,2,10,UPI,2.6,0.2222222222222222,0
2921,48,21,8,2,COD,3.5,0.38095238095238093,1
